id,text,target,username
68,"Türkiye İş Bankası müşterisiyim, Bankanın 01 eylül ve 31 Ekim 2022ARASI başlatmış olduğu ""Emekli Yakınlarınıza Referans Olun, 500 TL'ye Varan Pazarama ® MaxiPuan Kazanın! "" Kampanyası kapsamında, aşağıdaki linkte yer alan bütün koşulları sağladım.* Maximum uygulamadan referans kodu aldım
* 1 emekli ...",Bankacılık İşlemleri,umit
69,"2020 yılda Migros'tan telefon almak için ING Bank'tan kredi çektim kredinin her taksitini ödedim. Ödemelerimi bitirdim, fakat 35 kuruş borç kalmış. Bunun için beni KKB'ye kadar götürmüşler ve bu olanlardan benim bugün haberim oldu. 35 kuruş için ne beni arayan var ne de başka bir şey. Bir insanın KK...",Kredi İşlemleri,elif
70,"Gönderilen banka kartımın 1 haftadır Yenikent Kuryenet tarafından dağıtma çıkmasının bekliyorum müşteri hizmetlerini aradığım zaman karşımda bir muhatap bulamıyorum 
Randevu oluşturuldu deniliyor ama hâlâ kartım elime ulaşmadı yetkililer tarafından kimseye ulaşılamıyor mağdur ediliyoruz burada",Müşteri Temsilcisi,elif
71,Akbank mobil bankacılık aracılığıyla çekmiş olduğum kredi karşılığında hayat sigortası ücreti kesilmiştir. Poliçe numarası v93**613-57 olan ve Agesa tarafından uygulanan sigortamın devam etmemesini ve sigortanın iptalinden doğan ücretin hesabıma iadesini talep ediyorum. Sigortacılık mevzuatı gereği ...,Kredi İşlemleri,elif
72,Banka hesabımdan Payfix hesabıma para yatırdım işlem iptal etmek istiyorum. Destek hattına dekontu attım ama bir geri dönüş alamadım sadece işlem sırasına girdi dendi paramı dekonttaki ibana geri atılmasını istiyorum a***@gmail.com adresine kayıtlı Payfix hesabım.,Bankacılık İşlemleri,elif
73,Para transfer EFT havale SWİFT işlemlerinde ücret kesilmeyecek dediler banka personeli m** hanım ve y** hanım beni zarar uğrattı ne biçim banka yazıklar olsun çalışanlarına yağla balla yanıltıp bankaya getirtip bu şekilde işlem yaptılar beni mağdur ettiler. Hakkımı helal etmiyorum arabamla Konya'ya ...,Bankacılık İşlemleri,elif
74,Trabzon Meydan ING Bank kadar müşterilerine saygısız bir banka görmedim. İşlem yapmak için sıra aldım. Gişede çalışanlar o kadar rahat bekleyen müşteriler hiç umurumda değil. Bir sürü insan gişede çalışanların yüzünden gerildi. Bir de tepki gösterince bu umursamazlığa tepki veriyorlar. Meydan gibi m...,Kredi İşlemleri,asu
75,"Denizbank kadar kötü paracı bir banka görmedim. Hiçbir çalıştığım bankayla böyle sorun yaşamadım. Sürekli hesaptan kafalarına göre yok faiz tahsilatı, yok vergi tahsilatı adı altında, onayım dışında bir suru paramı yediler. Üstelik her ay asgari tutarların üstünde para yatırıp, işlem yaptığım halde ...",Kredi İşlemleri,selin
76,Bireysel bankacılık ve sicil affı kanunu dahilinde 07.10.2022 de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca karşılıksız çek ve protestolu senetler ile kredi ve kredi kartları borçlarına ilişkin kayıtların dikkate alınmaması hakkında kanuna aşağıdaki geçici mad...,Kart İşlemleri,elif
77,01.11.2022 tarihi 20:21 civarı Papara hesabıma banka havalesi ile para yatırma işlemi yaptığım halde hesabıma yüklenmedi. Mail yoluyla yazdım geri dönüş yapılmadı. Müşteri hizmetleri 20 dakikadır bağlanıyorum. İnanın mağduriyetten başka bir şey değil.,Kredi İşlemleri,elif
78,"Sicil Geçmişi Düzeltilmesi! 
Geçmişe dönük bütün borçlarımı ödeyip kapattım şu an gecikmem yok ama kredi kayıt bürosunca puanım düşük ve sicilim bozuk olarak gözüküyor hala bunun kaldırılmasını talep ediyorum. 
Kredi Kayıt Bürosu Kredi Sicil Affından Yararlanmak İstiyorum. 
Bireysel bankacılık ve si...",Bankacılık İşlemleri,asaf
79,"İş Bankası emekli getirene promosyon için 250 MaxiPuan yatıracağını söyledi. Promosyon ücreti yatmasına rağmen 250 MaxiPuan yatmadı. Söylenen adımları yapmama rağmen (mesaj vs.) hala bir yatan bir puan yok. Yardımcı olunmasını, Çözüm bulunmasını istiyorum.",Kredi İşlemleri,elif
81,Böyle bir şey yok kıyamet gibi sıra var bir senet ödeyeceğim bir saat bekledim sadece bir kişi gişede diğer bireysel grubunda çalışanlar oje sürüyor biri simit yiyor biz de bekliyoruz böyle bir şey yok gidin içeride halledin işinizi biz orada beklerken bilerek yapar gibi böyle laubali bir banka yok ...,Kredi İşlemleri,elif
82,"Kızım için okul kıyafeti almıştım beden küçük geldiği için iade ettim.
13.09.22 tarihte kargoyla göndermiştim 50 gün oldu parası halen iade edilmedi neymiş efendim bankadan bankaya fark ediyormuş birkaç gün daha bekleyin diyerek oyalıyorlar bu nasıl bir sistem anlamadım.",Kart İşlemleri,asu
83,6 yıldır QNB Finansbank kredi kartını kullanmaktayım. 6 yıldır ödemelerimi düzenli yapıyorum bir kere bile banka tarafından aranmadım tahsilat konusunda. Bu tutumuma karşılık her yıl düzenli olarak kart aidat ücreti kesip şikayetim sonrası bu talebi geri çekiyorsunuz. Şu anda bu yansıtmış olduğunuz ...,Bankacılık İşlemleri,elif
84,"Yıllardır uçak biletlerimi aldığım, ayrıca kredi kartı olarak da kullandığım ve düzenli ödediğim kredi kartım için bankanızın benden 125 TL ""Yıllık Üyelik Bedeli""alması gerçekten çok üzücü. Her banka kedi kartı için belli bir harcama sözüne yıllık kart / üyelik bedellerinden vazgeçiyor. Pegasus kart...",Kredi İşlemleri,elif
85,Ankara içinde saat 10 da çalışma saati içinde 11 adet İş Bankası şubesini aramama rağmen bir tanesi bile açılmadı. Şubelere gittiğimde hiçbirinde 100k üzeri nakit bulunmadığı için önceden ayırtmam gerektiğini söylüyorlar. Ama telefonlar açılmıyor şubeye gitsem para yok bankadaki paramızı kullanamıyo...,Kredi İşlemleri,elif
86,Bütün kredi ve kredi borçlarımı kapatmama rağmen Findeks ve risk raporu sorguladığımda hala kredi ve kredi kartı borcum var gözüküyor bu yüzden dolayı bankalarda kredi ve kredi kartı sıkıntısı yaşıyorum bunun düzeltilmesini rica ediyorum teşekkürler.,Kredi İşlemleri,elif
87,Findeks kredi notu hesaplanmadı ibaresi mevcut. Hiçbir bankaya borcum olmadığı halde gecikmeli ürünüm olmadığı halde bankalardan ne kredi kullanabiliyorum ne de kredi kartı alabiliyorum. Bu yanlışlığın acilen düzeltilmesini talep ediyorum çevremde onlarca insan onlarca kredi kartı kullanıyor hala ye...,Kredi İşlemleri,elif
88,01.11.2022 tarihinde ING bankasından ihtiyaç kredisi çektim. Krediyi çekebilmek içinde sigorta şartı olduğunu söylediler. Onayladım 26230498 numaralı ...,Kredi İşlemleri,elif
89,Denizbank'ın her sene uyguladığı kart aidat ücretinin bir yenisi daha insanlara kartı verirken hiçbir şekilde aidat ücretini ödemeyeceksiniz diye yanıltıp sonra istediği miktarı kesen bir banka. Kart aidat ücretini geri yatırın yazıktır günahtır.,Kredi İşlemleri,elif
90,"Para çekim talebini 25-30 dakika diyorlar. Tam 1 saat oldu müşteri temsilcileri ise saçma açıklamalar yapıyor, banka güncellemesi yok yoğunluk böyle b...",Kredi İşlemleri,elif
91,Akbank mobil bankacılık aracılığıyla çekmiş olduğum kredi karşılığında hayat sigortası ücreti kesilmiştir. Poliçe numarası V93242** olan ve Agesa tara...,Kredi İşlemleri,elif
92,Çekmiş olduğum 18000 TL 15 ay vadeli kredi iyi 12 ayında erken kapattım. Yapmış oldukları v8853963 numaralı Agesa hayat sigortası ile ilgili geri kala...,Kredi İşlemleri,elif
93,Türkiye burs bulma kurumundan kimlik fotoğrafı istediler önlü arkalı ve ikametgah fotoğrafı iznim olmadan ıslak imzam olmadan hakkımda hiçbir işlem ya...,Kredi İşlemleri,elif
94,Hepsiburada.com mobil uygulaması üzerinden bot siparişi oluşturdum. Daha sonra ödeme aşamasında ING Bank alışveriş kredisi başvurusunda bulundum. Banka tarafından alışverişe istinaden talep ettiğim kredi onaylandı. Ancak Hepsiburada sipariş bölümünde siparişim görünmüyor. Müşteri hizmetlerini aradığ...,Kredi İşlemleri,elif
95,"Bütün kredi ve kredi kartı borçlarımı tahsil harçları dahil 08.15.2022 tarihinde ödedim 08.08.2022 tarihinden itibaren sigortalı olarak çalışıyorum.

Bireysel bankacılık ve sicil affı kanunu dahilinde 07.10.2022 de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca ka...",Kredi İşlemleri,elif
96,Sokakta Kredi kartı banka kartı dağıtıyorsunuz dağıtan arkadaş size bunu bir şekilde kullanmazsanız bir şey olmaz iptal olur diye diye pazarlıyor. Ben müşteriniz değilim herhangi bir kartınızı kullanmıyorum. Yıllardır mesaj atıyorsunuz ParaPuan veriyorsunuz kullanılmayan karta. Bunlar QNB Finansbank...,Kredi İşlemleri,elif
97,07.10.2022 de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca karşılıksız çek ve protestolu senetler ile kredi ve kredi kartları borçlarına ilişkin kayıtların dikkate alınmaması hakkında kanuna aşağıdaki geçici madde ilave edilmiştir. “geçici madde 3 - (1) anapara ...,Kredi İşlemleri,elif
98,VakıfBank tan ihale yoluyla ev almaya kalkıştım gittim görüştüm ve bana 3+1 ev olduğunu söylediler. Benimde kafama yattı peşinatını yatırıp ihaleye katıldım. İhaleyi kazandım kazandıktan sonra satin almadan önce gidip evi göreyim dedim gittim gördüm ve karşıma ev değil de otel çıktı bunu bankaya söy...,Kredi İşlemleri,elif
99,VakıfBank'tan 7810983304 vergi numarası ile ticari hesap açtım 3 aylık şirketim var. Bankacı dedi size limit tanımlayacağım ama eşinizin e haczi var onları kaldırmanız gerekiyor gittim 137 bin e-haciz verdim kaldırdım o da borçları beklesem 6 ay sonra dava var borçlar düşecek ve o e-haciz sadec3 Vak...,Kredi İşlemleri,elif
100,"İnsanların sizi neden daha az tercih ettiğini bugün anladım, numaramı taşıdığım için bütün banka işlemlerim tarafında sim kartım blokeye düştü, diğer tüm bankalardaki blokeyi telefonla ya da cep uygulaması üzerinden halledebilirken sizden kime ulaşsam şubeye ya da ATM'ye yönlendiriyor, belki hastayı...",Kredi İşlemleri,elif
101,"Hepsiburada 260754753 sipariş numaralı alışverişi sonucunda iade ettiğim ürün Black Steel 2 iplik, kemer ve Kol Manşet Ribanalı, uzun Kol Düz sweet tutar 119,99 TL cüzdanıma iade oldu, cüzdanımdan kartıma aktardım para kayboldu, erdem bey adlı yetkili bana dekont atıyor iade yapılmış diye ama 2 sefe...",Kredi İşlemleri,elif
102,VakıfBank emekli maaşı banka promosyonları bankaya gitmeden güncelleme ya da iptal edilemiyor. Ne internet bankacılığı ne de ATM den hiçbir şekilde yapılamıyor illa bankaya gidin oradan yapın deniliyor böyle saçma bir şey görmedim Ziraat bankasıda devlet bankası ama internet bankacılığı ile kolayca ...,Kredi İşlemleri,elif
103,TOKİ başvurusunda bulundum Başvurumu şartlar uymadığı için iptal ettim ve benim iznimin dışında Halkbank tarafından vadesiz hesap açıldı. Bu hesabın kapatılması için bankaya gittiğimde blokeli olduğunu silemediklerini belirttiler. Ben bu hesabın acilen kapatılmasını istiyorum.,Kredi İşlemleri,elif
104,Banka yetersiz hizmet yapmak istediğim işlemi yapamıyorum oysaki bir çok banka da yapılabiliyor. Vakıf bankası bu konu da kendini geliştirememiş ve geri kalmış çalıştığım kurumdan ötürü özeti emri vaki olarak bu bankayı kullanıyorum ve mağdur oldum. Topu topu 1.5 sene önceki 7 ay hesap hareketlerine...,Kredi İşlemleri,elif
105,İş Bankası mobil bankacılığa giremiyorum. Sabah girebiliyordum öğlenden sonra mobil bankacılık talimatınız bulunmadığından bankacılık işlemlerinizi gerçekleştiremiyorsunuz diyor ne alaka kredi ödeyeceğim giriş yapamıyorum. Ödeyim İş Bankası ne zaman düzelticeksin durumu,Kredi İşlemleri,elif
106,Bireysel bankacılık ve sicil affı kanunu dahilinde 07.10.2022 de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca karşılıksız çek ve protestolu senetler ile kredi ve kredi kartları borçlarına ilişkin kayıtların dikkate alınmaması hakkında kanuna aşağıdaki geçici mad...,Kredi İşlemleri,asuman
107,Exxen 'den bilgim dışında para çekildi. Müşteri hizmetleri telefonda geri ödeyeceğiz deyip 1 hafta sonra ödemedi. Şimdi aradığımda da 16 dakika süre b...,Kredi İşlemleri,elif
108,"Esnaf vergi muafiyet belgesi aldım, vergi dairesi müdürü bile bu belgeyle ticari hesap açabilirsin dediği halde İş Bankası şubesinden hesap açamıyorum. Gerçekten ben ne ilk kişiyim ne de son. İş yerinden zar zor izin alıp bankaya gidiyorum. Bunun karşılığında ise biz bu belge ile size hesap açamayız...",Müşteri Temsilcisi,asuman
109,Böyle bir banka şubesi görmedim. Hizmet o kadar yavaş ki tam 1 saattir 4 sıranın gelmesini bekliyorum. Konya Zafer sanayi şubesinde gişe görevlilerine sormama rağmen özellikle sarı saçlı kadın üslubunda saygısız tavırla sıranız gelir bekleyin dedi 4 kişilik sıra 1 saattir bir türlü gelmedi. Müşteri ...,Bankacılık İşlemleri,asuman
110,Bireysel bankacılık ve sicil affı kanunu dahilinde 07.10.2022 de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca karşılıksız çek ve protestolu senetler ile kredi ve kredi kartları borçlarına ilişkin kayıtların dikkate alınmaması hakkında kanuna aşağıdaki geçici mad...,Bankacılık İşlemleri,asuman
111,Ben 01.11.2022 tarihinde hesabıma para yatırdım Papara hesabına bugün tekrar çekmek istiyorum ama bir türlü çekemiyorum tüm para çekme aşamalarını geçiyorum en sona gelince tekrar anasayfa atıyor bu nasıl bir şey anlamadım yetkililer ne yardım edecekse etsin Ben askeri personel olduğumdan fazla uğra...,Bankacılık İşlemleri,asuman
112,Mobil bankacılıktan müşteri olma adımlarını tamamlamaya çalışıyorum fakat kimliğimi taradıktan sonra teknik hata veriyor her seferinde. Aylardır aynı sorun var. Mobil uygulamalar şubeye gitmeyelim diye yapılmıyor mu? Neden koskoca bir banka ufacık bir problemi çözmeme ihmalkarlığını gösteriyor da be...,Bankacılık İşlemleri,elif
113,İş Bankası da kullandım kredimi yapılandırmak istiyorum müşteri hizmetleri ve şubeye gidiyorum yardımcı olmuyorlar kaç gündür uğraşıyorum bana yardım eden yok. Başka bankalar hemen yardımcı oluyor ama İş Bankası müşterilerle ilgilenmiyor milleti zor durumda bırakıyorsunuz.,Kredi İşlemleri,elif
114,22 Ekimde VakıfBank kredi kartımla Dolap uygulamasından alışveriş yaptım. 23 Ekimde satıcı satışı iptal etti. 10 gün geçmesine rağmen banka tarafından satışın ücret iadesi yapılmadı. Dolap müşteri hizmetleri referans ve provizyon kodu iletti bankaya bildirildiği halde banka tarafından ödeme gerçekle...,Müşteri Temsilcisi,elif
115,Banka kartım iki haftadır elime ulaşmadı. Adreste olduğum halde adreste bulunamadı diye not düşüyorlar hiçbir iletişim numaraları yok. Kafalarına göre adres yanlış diye not düşüyorlar. Mağdur oluyorum. Mağduriyetimin en kısa zamanda giderilmesini istiyorum,Müşteri Temsilcisi,elif
116,"01.11.2022 tarihinde Facebook'ta a***k***isimli profilde Casper excalibur marka laptop satıldığını gördüm. Kendisine 0 534 *** 50 94 numaralı WhatsApp üzerinden mesaj atarak laptopu almak istediğimi söyledim ve 5000 Tl'de anlaştık. Fiyatı güncellenmiş ürün linkini attı, linkte bulunan ""mixilaner.com...",Bankacılık İşlemleri,elif
117,Findeks sürekli ödemelerim düzenli olmasına rağmen yükselteceği yerde puanımı düşürüyor. Çalışıyorum çalıştığım halde bankalardan kredi alamıyorum. Kredi notum düzelsin diye uğraşıyorum yükseleceğine düşüyor mağdur durumdayım şu an sizin yüzünüzden. Acil çözüm istiyorum.,Kart İşlemleri,nilay
118,"4543 xxxx xxxx 1040 sayılı İş Bankası kredi kartımı kartımı 18.10.2022 tarihinde kaybettim. 02.11.2022 itibariyle kredi kartımdan daha hiçbir şekilde haber yok ilgilenen yok ne zaman ele geçeceğini söyleyen de yok sarı çizmeli mehmet ağa misali, 1 müşteri temsilcisi kartınız kuryeye verildi diyor, d...",Diğer,nilay
119,Kamu çalışanıyım promosyon sözleşmesini iptal etmek istiyorum aksi takdirde banka hakkında yasal işlem için mahkemeye müracaat edeceğim promosyon güncellemesini günümüz şartlarına göre tekrar güncellenmesi gerekli bilginize. Bankacılık kanunu açık...,Kart İşlemleri,nilay
120,"01.11.2021 tarihinde dağıtıma çıkarılan banka kartı evde olunmasına rağmen, gönderi takibinde teslim edilemedi yazmakta. 
Evdekilere sorduğumda kimsenin uğramadığını, zilin bile çalmadığını belirtmekteler.
Belirtilen adrese uğranılmadan gönderi nasıl teslim edilemedi yazılmakta?",Bankacılık İşlemleri,nilay
121,Watsons onlinedan aldığım sipariş önce oluşturuldu yazıyordu. Fakat şu an işlem sürüyor yazıyor. Banka hesabımdan parayı çekti ama siparişimde hala işlem sürüyor yazıyor. Üç gündür kargoya verilmedi. Haftaya kadar elimde olması lazım yardımcı olur musunuz lütfen?,Kart İşlemleri,nilay
122,Bireysel bankacılık ve sicil affı kanunu dahilinde 07.10.2022 de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca karşılıksız çek ve protestolu senetler ile kredi ve kredi kartları borçlarına ilişkin kayıtların dikkate alınmaması hakkında kanuna aşağıdaki geçici mad...,Kart İşlemleri,nilay
123,Halkbank müşteri hizmetlerine bağlanıyorsun ancak minimum 30 dakika bağlandıktan sonra bende hat yok sizi aktarıyorum en az bir 30 dakika daha ve gününüz problemi aşamadığınız şekilde son buluyor. İnsanın psikolojisini bozan banka.,Diğer,nilay
124,Bireysel bankacılık ve sicil affı kanunu dahilinde 07.10.2022 de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca karşılıksız çek ve protestolu senetler ile kredi ve kredi kartları borçlarına ilişkin kayıtların dikkate alınmaması hakkında kanuna aşağıdaki geçici mad...,Kart İşlemleri,nilay
125,Paycell'den para çektim banka hesabıma aktarıldı gözüküyor ama ne banka hesabımda para var ne Paycell hesabımda üstelik faturamada yansıtıldı ödemeler...,Bankacılık İşlemleri,umit
126,Halkbank'ndan 50000 TL kredi başvurusu yaptım onaylandı diye mesaj geldi. Fakat banka şubesine gittiğimde kullandırım esnasında beklemede diye hata veriyor. Onaylandı diyor fakat değerlendirmede diyor. Bir an önce çözülmesini bekliyorum. Halkbank beni duysun.,Kredi İşlemleri,umit
128,07.10.2022'de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca karşılıksız çek ve protestolu senetler ile kredi ve kredi kartları borçlarına ilişkin kayıtların dikkate alınmaması hakkında kanuna aşağıdaki geçici madde ilave edilmiştir. “geçici madde 3 - (1) anapara ...,Kart İşlemleri,umit
130,3 Ekim 2022 tarihinde İş Bankası banka hesabımdan herhangi bir doğrulama veya onay kodu gelmeden bilgim dışında 200 TL para çekildi. Her alışverişimi güvenli ve 3D Secure sistemine sahip sitelerden yapmama rağmen bankayla görüştüm harcama itirazı oluşturuldu ancak banka çalışanları bile 4-5 ay boyun...,Kredi İşlemleri,elif
131,Dünyanın en kötü dijital bankası artık gözümde V** kredi kartı İ* B*** kredi kartı bu zamana kadar kaç kere yapılandırdım hiçbir limit kısıtlaması almadım bu zamana kadar yapılandırma yaptığım Enpara kartının bütün borcunu erkenden ödeyip tek seferde kapama rağmen kartımı komple limitini kapatıp yan...,Müşteri Temsilcisi,elif
132,"İş Bankası çalışanları vurdumduymaz, duyarsız. Tatilinnabzı adında bir seyahat şirketinden tatil organizasyonu satın aldık yanıltıldık tatil yapılmadı. İş Bankası'na harcama itirazında bulundum bana bir ay ile 3 ay arasında cevap vereceklerini söylediler. Ben ödememi kredi kartından saniyeler süresi...",Bankacılık İşlemleri,elif
